id,category,dataset_type,url,frame_start,frame_end,fps,filename,dataset_split,is_valid,is_duplicate
51,drink,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,1,-1,25.0,51.mp4,test,True,False
52,drink,WLASL,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25.0,52.mp4,train,True,False
53,drink,WLASL,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25.0,53.mp4,train,True,False
54,drink,WLASL,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25.0,54.mp4,train,True,False
56,drink,WLASL,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25.0,56.mp4,train,True,False
57,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25.0,57.mp4,train,True,False
58,drink,WLASL,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25.0,58.mp4,train,True,False
59,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,1,-1,25.0,59.mp4,test,True,False
60,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25.0,60.mp4,train,True,False
61,drink,WLASL,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25.0,61.mp4,train,True,False
67,drink,WLASL,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25.0,67.mp4,train,True,False
70,drink,WLASL,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25.0,70.mp4,train,True,False
71,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,71.mp4,train,True,False
73,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,1,-1,25.0,73.mp4,val,True,False
74,drink,WLASL,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25.0,74.mp4,train,True,False
75,computer,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,5122,5181,25.0,75.mp4,train,True,False
76,computer,WLASL,https://www.youtube.com/watch?v=H-tAzh-nuV8,1,-1,25.0,76.mp4,train,True,False
78,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,-1,25.0,78.mp4,train,True,False
79,computer,WLASL,https://www.youtube.com/watch?v=97IwdVSOQho,1,-1,25.0,79.mp4,train,True,False
80,computer,WLASL,https://www.youtube.com/watch?v=cujhpwWi1yY,1,-1,25.0,80.mp4,train,True,False
81,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,1,-1,25.0,81.mp4,train,True,False
82,computer,WLASL,https://www.youtube.com/watch?v=fY11M3Dxxx0,1,-1,25.0,82.mp4,train,True,False
84,computer,WLASL,https://www.youtube.com/watch?v=-_RSZM-lLXE,1,-1,25.0,84.mp4,test,True,False
85,computer,WLASL,https://www.youtube.com/watch?v=vK4GwJaDcWU,1,-1,25.0,85.mp4,train,True,False
87,computer,WLASL,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,-1,25.0,87.mp4,train,True,False
89,computer,WLASL,http://www.aslsearch.com/signs/videos/computer.mp4,1,-1,25.0,89.mp4,train,True,False
90,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,-1,25.0,90.mp4,train,True,False
91,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,1,-1,25.0,91.mp4,train,True,False
92,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,-1,25.0,92.mp4,train,True,False
93,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,1,-1,25.0,93.mp4,test,True,False
94,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,1,-1,25.0,94.mp4,train,True,False
95,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,1,-1,25.0,95.mp4,train,True,False
96,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,1,-1,25.0,96.mp4,train,True,False
97,computer,WLASL,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,1,-1,25.0,97.mp4,val,True,False
103,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,1,-1,25.0,103.mp4,train,True,False
104,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,1,-1,25.0,104.mp4,val,True,False
105,before,WLASL,https://www.youtube.com/watch?v=pDqITge_TGs,1733,1779,25.0,105.mp4,train,True,False
106,before,WLASL,https://www.youtube.com/watch?v=bq-HmgjGzmw,4778,4873,25.0,106.mp4,train,True,False
107,before,WLASL,https://www.youtube.com/watch?v=IYH-gBXXl8I,1,-1,25.0,107.mp4,train,True,False
108,before,WLASL,https://www.youtube.com/watch?v=MvtVsr3P098,1,-1,25.0,108.mp4,train,True,False
109,before,WLASL,https://www.youtube.com/watch?v=PeO4kaKvoVM,1,-1,25.0,109.mp4,train,True,False
110,before,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,1,-1,25.0,110.mp4,train,True,False
111,before,WLASL,https://www.youtube.com/watch?v=TQMe2WDz9QE,1,-1,25.0,111.mp4,test,True,False
113,before,WLASL,http://www.aslsearch.com/signs/videos/before3.mp4,1,-1,25.0,113.mp4,train,True,False
114,before,WLASL,http://www.aslsearch.com/signs/videos/before.mp4,1,-1,25.0,114.mp4,train,True,False
115,before,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,1,-1,25.0,115.mp4,train,True,False
116,before,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,1,-1,25.0,116.mp4,val,True,False
117,before,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,1,-1,25.0,117.mp4,train,True,False
118,before,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,1,-1,25.0,118.mp4,train,True,False
119,before,WLASL,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,1,-1,25.0,119.mp4,train,True,False
120,before,WLASL,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,1,-1,25.0,120.mp4,val,True,False
121,before,WLASL,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,1,-1,25.0,121.mp4,train,True,False
124,before,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,1,-1,25.0,124.mp4,train,True,False
126,before,WLASL,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,1,-1,25.0,126.mp4,train,True,False
127,before,WLASL,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,1,-1,25.0,127.mp4,train,True,False
128,before,WLASL,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,1,-1,25.0,128.mp4,test,True,False
129,before,WLASL,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,1,-1,25.0,129.mp4,train,True,False
130,before,WLASL,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,1,-1,25.0,130.mp4,train,True,False
131,chair,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,1830,1889,25.0,131.mp4,train,True,False
132,chair,WLASL,https://www.youtube.com/watch?v=4Nh1iFv2BMc,2101,2231,25.0,132.mp4,train,True,False
134,chair,WLASL,https://www.youtube.com/watch?v=WGfiiDgrq1I,3092,3209,25.0,134.mp4,train,True,False
135,chair,WLASL,https://www.youtube.com/watch?v=zICB0wesqvY,1,-1,25.0,135.mp4,val,True,False
138,chair,WLASL,https://media.spreadthesign.com/video/mp4/13/74909.mp4,1,-1,25.0,138.mp4,train,True,False
140,chair,WLASL,http://www.aslsearch.com/signs/videos/chair.mp4,1,-1,25.0,140.mp4,train,True,False
141,chair,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,1,-1,25.0,141.mp4,test,True,False
142,chair,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,1,-1,25.0,142.mp4,train,True,False
143,chair,WLASL,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,1,-1,25.0,143.mp4,train,True,False
144,chair,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,1,-1,25.0,144.mp4,train,True,False
146,chair,WLASL,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,1,-1,25.0,146.mp4,train,True,False
147,chair,WLASL,https://www.youtube.com/watch?v=8vc2vD9N4tk,1,-1,25.0,147.mp4,train,True,False
157,go,WLASL,https://www.youtube.com/watch?v=YdHKN_wHZqo,887,926,25.0,157.mp4,train,True,False
158,go,WLASL,http://aslbricks.org/New/ASL-Videos/go.mp4,1,-1,25.0,158.mp4,train,True,False
160,go,WLASL,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,1,-1,25.0,160.mp4,train,True,False
161,go,WLASL,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,1,-1,25.0,161.mp4,train,True,False
162,go,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,1,-1,25.0,162.mp4,train,True,False
163,go,WLASL,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,1,-1,25.0,163.mp4,train,True,False
165,go,WLASL,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,1,-1,25.0,165.mp4,test,True,False
167,go,WLASL,https://www.youtube.com/watch?v=ZEyH-t5ALCs,1,-1,25.0,167.mp4,train,True,False
171,go,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4,1,-1,25.0,171.mp4,train,True,False
172,go,WLASL,http://www.aslsearch.com/signs/videos/go.mp4,1,-1,25.0,172.mp4,train,True,False
173,go,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4,1,-1,25.0,173.mp4,val,True,False
174,go,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4,1,-1,25.0,174.mp4,train,True,False
175,go,WLASL,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4,1,-1,25.0,175.mp4,train,True,False
177,go,WLASL,https://media.spreadthesign.com/video/mp4/13/58507.mp4,1,-1,25.0,177.mp4,train,True,False
181,go,WLASL,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,1,-1,25.0,181.mp4,val,True,False
183,clothes,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,3938,3997,25.0,183.mp4,train,True,False
185,clothes,WLASL,https://www.youtube.com/watch?v=Xmrvvk8l3_w,1,-1,25.0,185.mp4,train,True,False
188,clothes,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4,1,-1,25.0,188.mp4,train,True,False
190,clothes,WLASL,http://www.aslsearch.com/signs/videos/clothes.mp4,1,-1,25.0,190.mp4,train,True,False
191,clothes,WLASL,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4,1,-1,25.0,191.mp4,train,True,False
193,clothes,WLASL,https://www.signingsavvy.com/signs/mp4/6/6566.mp4,1,-1,25.0,193.mp4,train,True,False
194,clothes,WLASL,https://www.youtube.com/watch?v=06hMAkUdQgg,1,-1,25.0,194.mp4,test,True,False
195,clothes,WLASL,https://www.youtube.com/watch?v=15czV0-SagI,1,-1,25.0,195.mp4,train,True,False
196,clothes,WLASL,https://media.spreadthesign.com/video/mp4/13/399310.mp4,1,-1,25.0,196.mp4,train,True,False
197,clothes,WLASL,https://www.youtube.com/watch?v=mda48XkT9gQ,1,-1,25.0,197.mp4,train,True,False
208,who,WLASL,https://www.youtube.com/watch?v=A5dihMAjeTE,2159,2235,25.0,208.mp4,train,True,False
209,who,WLASL,http://aslbricks.org/New/ASL-Videos/who.mp4,1,-1,25.0,209.mp4,train,True,False
211,who,WLASL,https://www.youtube.com/watch?v=Xx8ZjswBRLY,1,-1,25.0,211.mp4,train,True,False
212,who,WLASL,https://www.youtube.com/watch?v=pBnGrdxhxHQ,1,-1,25.0,212.mp4,train,True,False
213,who,WLASL,https://www.youtube.com/watch?v=_V31e361KV8,1,-1,25.0,213.mp4,train,True,False
215,who,WLASL,http://www.aslsearch.com/signs/videos/who.mp4,1,-1,25.0,215.mp4,train,True,False
216,who,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,1,-1,25.0,216.mp4,val,True,False
217,who,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4,1,-1,25.0,217.mp4,test,True,False
218,who,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4,1,-1,25.0,218.mp4,train,True,False
219,who,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4,1,-1,25.0,219.mp4,train,True,False
220,who,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4,1,-1,25.0,220.mp4,train,True,False
221,who,WLASL,https://media.asldeafined.com/vocabulary/1468928348.68.mp4,1,-1,25.0,221.mp4,train,True,False
222,who,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4,1,-1,25.0,222.mp4,train,True,False
223,who,WLASL,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4,1,-1,25.0,223.mp4,train,True,False
226,who,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4,1,-1,25.0,226.mp4,test,True,False
228,who,WLASL,https://media.spreadthesign.com/video/mp4/13/51811.mp4,1,-1,25.0,228.mp4,train,True,False
230,who,WLASL,https://www.signingsavvy.com/signs/mp4/9/9019.mp4,1,-1,25.0,230.mp4,train,True,False
231,who,WLASL,https://www.signingsavvy.com/signs/mp4/9/9020.mp4,1,-1,25.0,231.mp4,train,True,False
233,candy,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,730,782,25.0,233.mp4,train,True,False
234,candy,WLASL,https://www.youtube.com/watch?v=LMQ4kaHPS48,1,-1,25.0,234.mp4,train,True,False
235,candy,WLASL,https://www.youtube.com/watch?v=pc0-gVEETVg,5286,5411,25.0,235.mp4,train,True,False
238,candy,WLASL,http://www.aslsearch.com/signs/videos/candy.mp4,1,-1,25.0,238.mp4,train,True,False
239,candy,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4,1,-1,25.0,239.mp4,train,True,False
240,candy,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4,1,-1,25.0,240.mp4,train,True,False
241,candy,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4,1,-1,25.0,241.mp4,test,True,False
242,candy,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4,1,-1,25.0,242.mp4,val,True,False
243,candy,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4,1,-1,25.0,243.mp4,train,True,False
244,candy,WLASL,https://media.asldeafined.com/vocabulary/1471144833.8086.mp4,1,-1,25.0,244.mp4,train,True,False
247,candy,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4,1,-1,25.0,247.mp4,val,True,False
248,candy,WLASL,https://www.signingsavvy.com/signs/mp4/6/6123.mp4,1,-1,25.0,248.mp4,train,True,False
249,candy,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4,1,-1,25.0,249.mp4,train,True,False
250,candy,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4,1,-1,25.0,250.mp4,train,True,False
251,candy,WLASL,https://media.spreadthesign.com/video/mp4/13/51294.mp4,1,-1,25.0,251.mp4,test,True,False
254,candy,WLASL,https://www.signingsavvy.com/signs/mp4/7/7906.mp4,1,-1,25.0,254.mp4,train,True,False
255,candy,WLASL,https://www.youtube.com/watch?v=EfJ4xLiX5IA,1,-1,25.0,255.mp4,train,True,False
256,candy,WLASL,https://www.youtube.com/watch?v=nmD3uqyVAC0,1,-1,25.0,256.mp4,train,True,False
257,cousin,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4,1,-1,25.0,257.mp4,train,True,False
258,cousin,WLASL,https://www.youtube.com/watch?v=bq-HmgjGzmw,1161,1262,25.0,258.mp4,train,True,False
260,cousin,WLASL,http://www.aslsearch.com/signs/videos/cousin3.mp4,1,-1,25.0,260.mp4,train,True,False
261,cousin,WLASL,http://www.aslsearch.com/signs/videos/cousin.mp4,1,-1,25.0,261.mp4,train,True,False
262,cousin,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4,1,-1,25.0,262.mp4,train,True,False
263,cousin,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4,1,-1,25.0,263.mp4,train,True,False
264,cousin,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4,1,-1,25.0,264.mp4,train,True,False
265,cousin,WLASL,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4,1,-1,25.0,265.mp4,val,True,False
266,cousin,WLASL,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4,1,-1,25.0,266.mp4,train,True,False
267,cousin,WLASL,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4,1,-1,25.0,267.mp4,train,True,False
270,cousin,WLASL,https://media.spreadthesign.com/video/mp4/13/47501.mp4,1,-1,25.0,270.mp4,train,True,False
273,cousin,WLASL,https://www.signingsavvy.com/signs/mp4/6/6148.mp4,1,-1,25.0,273.mp4,train,True,False
274,cousin,WLASL,https://www.signingsavvy.com/signs/mp4/6/6150.mp4,1,-1,25.0,274.mp4,train,True,False
275,cousin,WLASL,https://www.signingsavvy.com/signs/mp4/6/6568.mp4,1,-1,25.0,275.mp4,train,True,False
276,cousin,WLASL,https://www.youtube.com/watch?v=e9-jd3sf6us,1,-1,25.0,276.mp4,test,True,False
279,cousin,WLASL,http://www.aslsearch.com/signs/videos/cousin2.mp4,1,-1,25.0,279.mp4,train,True,False
280,deaf,WLASL,https://www.youtube.com/watch?v=ChIupJBcxjs,497,543,25.0,280.mp4,train,True,False
281,deaf,WLASL,https://www.youtube.com/watch?v=25ymRY7hbjs,4420,4511,25.0,281.mp4,train,True,False
283,deaf,WLASL,https://www.youtube.com/watch?v=Qvn5RGyb0po,1,-1,25.0,283.mp4,train,True,False
284,deaf,WLASL,https://www.youtube.com/watch?v=sP4e9vRUCYM,1,-1,25.0,284.mp4,train,True,False
286,deaf,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4,1,-1,25.0,286.mp4,train,True,False
288,deaf,WLASL,http://www.aslsearch.com/signs/videos/deaf.mp4,1,-1,25.0,288.mp4,train,True,False
289,deaf,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4,1,-1,25.0,289.mp4,val,True,False
290,deaf,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4,1,-1,25.0,290.mp4,test,True,False
291,deaf,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4,1,-1,25.0,291.mp4,train,True,False
292,deaf,WLASL,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4,1,-1,25.0,292.mp4,train,True,False
293,deaf,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4,1,-1,25.0,293.mp4,train,True,False
294,deaf,WLASL,https://media.asldeafined.com/vocabulary/1466906743.302.mp4,1,-1,25.0,294.mp4,train,True,False
295,deaf,WLASL,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4,1,-1,25.0,295.mp4,train,True,False
298,deaf,WLASL,https://www.signingsavvy.com/signs/mp4/23/23016.mp4,1,-1,25.0,298.mp4,train,True,False
299,deaf,WLASL,https://www.signingsavvy.com/signs/mp4/23/23017.mp4,1,-1,25.0,299.mp4,test,True,False
301,deaf,WLASL,https://www.youtube.com/watch?v=IgT0jDp56ZM,1,-1,25.0,301.mp4,train,True,False
302,deaf,WLASL,https://www.youtube.com/watch?v=ofL3HMkLDOc,1,-1,25.0,302.mp4,train,True,False
304,fine,WLASL,https://www.youtube.com/watch?v=4Nh1iFv2BMc,4638,4746,25.0,304.mp4,train,True,False
305,fine,WLASL,https://www.youtube.com/watch?v=Yey5VEZE-_g,1,-1,25.0,305.mp4,train,True,False
306,fine,WLASL,https://www.youtube.com/watch?v=IuBUE7SH1Wk,1,-1,25.0,306.mp4,train,True,False
307,fine,WLASL,https://www.youtube.com/watch?v=OHHKerxHJjQ,1,-1,25.0,307.mp4,train,True,False
308,fine,WLASL,https://www.youtube.com/watch?v=YSTnrscx1UY,1,-1,25.0,308.mp4,train,True,False
310,fine,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4,1,-1,25.0,310.mp4,train,True,False
312,fine,WLASL,http://www.aslsearch.com/signs/videos/cost.mp4,1,-1,25.0,312.mp4,val,True,False
313,fine,WLASL,http://www.aslsearch.com/signs/videos/fine.mp4,1,-1,25.0,313.mp4,test,True,False
314,fine,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4,1,-1,25.0,314.mp4,train,True,False
315,fine,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4,1,-1,25.0,315.mp4,train,True,False
316,fine,WLASL,https://media.spreadthesign.com/video/mp4/13/92669.mp4,1,-1,25.0,316.mp4,train,True,False
317,fine,WLASL,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4,1,-1,25.0,317.mp4,train,True,False
320,fine,WLASL,https://www.signingsavvy.com/signs/mp4/14/14347.mp4,1,-1,25.0,320.mp4,train,True,False
323,fine,WLASL,https://www.signingsavvy.com/signs/mp4/6/6355.mp4,1,-1,25.0,323.mp4,train,True,False
324,fine,WLASL,https://www.youtube.com/watch?v=atyYSgDudAU,1,-1,25.0,324.mp4,test,True,False
325,help,WLASL,https://www.youtube.com/watch?v=SiBub8VD5wo,1387,1433,25.0,325.mp4,train,True,False
326,help,WLASL,http://aslbricks.org/New/ASL-Videos/help.mp4,1,-1,25.0,326.mp4,train,True,False
329,help,WLASL,http://www.aslsearch.com/signs/videos/help.mp4,1,-1,25.0,329.mp4,train,True,False
330,help,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4,1,-1,25.0,330.mp4,train,True,False
331,help,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4,1,-1,25.0,331.mp4,train,True,False
332,help,WLASL,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4,1,-1,25.0,332.mp4,train,True,False
333,help,WLASL,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4,1,-1,25.0,333.mp4,train,True,False
337,help,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4,1,-1,25.0,337.mp4,test,True,False
338,help,WLASL,https://www.signingsavvy.com/signs/mp4/23/23431.mp4,1,-1,25.0,338.mp4,train,True,False
339,help,WLASL,https://www.signingsavvy.com/signs/mp4/5/5871.mp4,1,-1,25.0,339.mp4,train,True,False
340,help,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4,1,-1,25.0,340.mp4,val,True,False
341,help,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4,1,-1,25.0,341.mp4,train,True,False
343,help,WLASL,https://www.signingsavvy.com/signs/mp4/6/6389.mp4,1,-1,25.0,343.mp4,train,True,False
344,help,WLASL,https://www.signingsavvy.com/signs/mp4/9/9918.mp4,1,-1,25.0,344.mp4,train,True,False
