id,url,original_filename,output_path,status,error_message,timestamp
19,http://www.aslpro.com/main/b/book_science.swf,19.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/19.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_science.swf,2025-05-07T09:38:29.862111
20,http://www.aslpro.com/main/b/book_spelling.swf,20.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/20.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_spelling.swf,2025-05-07T09:38:30.294554
21,http://www.aslpro.com/main/b/book.swf,21.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/21.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book.swf,2025-05-07T09:38:30.744514
22,https://media.asldeafined.com/vocabulary/1466684225.687.mp4,22.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/22.mp4,SUCCESS,,2025-05-07T09:38:36.931690
23,http://www.aslpro.com/main/b/book_trigonometry.swf,23.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/23.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_trigonometry.swf,2025-05-07T09:38:37.386868
24,http://www.aslsearch.com/signs/videos/book.mp4,24.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/24.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/book.mp4,2025-05-07T09:38:37.505740
25,https://www.handspeak.com/word/b/book2.mp4,25.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/25.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/b/book2.mp4,2025-05-07T09:38:39.437337
26,https://www.handspeak.com/word/b/book.mp4,26.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/26.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/b/book.mp4,2025-05-07T09:38:40.974431
27,https://www.handspeak.com/word/b/books-pile.mp4,27.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/27.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/b/books-pile.mp4,2025-05-07T09:38:42.448275
28,https://youtu.be/3-GrhsVs830,28.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/28.mp4,FAILED_DOWNLOAD,Download failed for https://youtu.be/3-GrhsVs830,2025-05-07T09:38:42.957428
29,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,29.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/29.mp4,SUCCESS,,2025-05-07T09:38:46.076875
30,https://www.youtube.com/watch?v=Kwvw-K6GYW8,30.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/30.mp4,SUCCESS,,2025-05-07T09:38:48.875737
31,https://www.youtube.com/watch?v=XjWSfh50kAU,31.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/31.mp4,SUCCESS,,2025-05-07T09:38:52.037754
32,http://www.aslpro.com/main/b/book_accounting.swf,32.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/32.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_accounting.swf,2025-05-07T09:38:52.476006
33,http://www.aslpro.com/main/b/book_algebra.swf,33.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/33.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_algebra.swf,2025-05-07T09:38:52.892230
34,http://www.aslpro.com/main/b/book_anatomy.swf,34.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/34.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_anatomy.swf,2025-05-07T09:38:53.337532
35,http://www.aslpro.com/main/b/book_art_history.swf,35.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/35.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_art_history.swf,2025-05-07T09:38:53.768096
36,http://www.aslpro.com/main/b/book_art.swf,36.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/36.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_art.swf,2025-05-07T09:38:54.196507
37,http://www.aslpro.com/main/b/book_business.swf,37.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/37.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_business.swf,2025-05-07T09:38:54.600065
38,http://www.aslpro.com/main/b/book_chemistry.swf,38.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/38.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_chemistry.swf,2025-05-07T09:38:55.012167
39,http://www.aslpro.com/main/b/book_coloring.swf,39.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/39.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/book_coloring.swf,2025-05-07T09:38:55.437926
40,http://aslbricks.org/New/ASL-Videos/drink.mp4,40.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/40.mp4,SUCCESS,,2025-05-07T09:39:01.217463
41,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,41.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/41.mp4,FAILED_DOWNLOAD,Download failed for https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,2025-05-07T09:39:01.796930
42,https://www.youtube.com/watch?v=F5Wef1_PtLk,42.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/42.mp4,SUCCESS,,2025-05-07T09:39:06.256031
43,https://www.youtube.com/watch?v=HZMTQJdBZ9g,43.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/43.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=HZMTQJdBZ9g,2025-05-07T09:39:06.805989
44,https://www.youtube.com/watch?v=KRc_WYI1DgA,44.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/44.mp4,SUCCESS,,2025-05-07T09:39:09.567514
45,https://www.youtube.com/watch?v=Lk2Vws8homw,45.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/45.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=Lk2Vws8homw,2025-05-07T09:39:10.160348
46,https://www.youtube.com/watch?v=Nc7rSopCpI8,46.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/46.mp4,SUCCESS,,2025-05-07T09:39:13.020837
47,https://www.youtube.com/watch?v=537MWOtCl78,47.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/47.mp4,SUCCESS,,2025-05-07T09:39:16.612272
48,https://www.youtube.com/watch?v=6gU3Ln98sWA,48.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/48.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=6gU3Ln98sWA,2025-05-07T09:39:17.085213
49,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,49.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/49.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=Ddd2ZZNFhVI,2025-05-07T09:39:17.625981
50,https://www.youtube.com/watch?v=g3rl9_LYqzI,50.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/50.mp4,SUCCESS,,2025-05-07T09:39:22.759677
51,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,51.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/51.mp4,SUCCESS,,2025-05-07T09:39:25.801338
52,https://www.youtube.com/watch?v=i0opsQ2zB1Q,52.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/52.mp4,SUCCESS,,2025-05-07T09:39:29.346942
53,https://www.youtube.com/watch?v=k6cNmM9WgUs,53.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/53.mp4,SUCCESS,,2025-05-07T09:39:31.996289
54,https://www.youtube.com/watch?v=LqJM7wcUixQ,54.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/54.mp4,SUCCESS,,2025-05-07T09:39:34.673931
55,http://www.aslpro.com/main/d/drink.swf,55.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/55.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/d/drink.swf,2025-05-07T09:39:35.087806
56,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,56.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/56.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,2025-05-07T09:39:35.148273
57,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,57.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/57.mp4,FAILED_DOWNLOAD,Download failed for https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,2025-05-07T09:39:35.690157
58,http://www.aslsearch.com/signs/videos/drink.mp4,58.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/58.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/drink.mp4,2025-05-07T09:39:35.775163
59,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,59.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/59.mp4,SUCCESS,,2025-05-07T09:39:40.198745
60,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,60.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/60.mp4,SUCCESS,,2025-05-07T09:39:45.491699
61,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,61.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/61.mp4,SUCCESS,,2025-05-07T09:39:51.650050
62,https://www.handspeak.com/word/d/drink2.mp4,62.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/62.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/d/drink2.mp4,2025-05-07T09:39:53.162735
63,https://www.handspeak.com/word/d/drink-alcohol.mp4,63.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/63.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/d/drink-alcohol.mp4,2025-05-07T09:39:54.673212
64,https://www.handspeak.com/word/d/drink-british.mp4,64.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/64.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/d/drink-british.mp4,2025-05-07T09:39:56.162244
65,https://www.handspeak.com/word/d/drink.mp4,65.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/65.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/d/drink.mp4,2025-05-07T09:39:57.636708
66,https://www.handspeak.com/word/d/drink-mug.mp4,66.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/66.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/d/drink-mug.mp4,2025-05-07T09:39:59.130601
67,https://media.spreadthesign.com/video/mp4/13/153289.mp4,67.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/67.mp4,SUCCESS,,2025-05-07T09:40:04.180079
68,https://youtu.be/yawcLQIhQiE,68.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/68.mp4,FAILED_DOWNLOAD,Download failed for https://youtu.be/yawcLQIhQiE,2025-05-07T09:40:04.844680
69,https://www.handspeak.com/word/d/drink-plu.mp4,69.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/69.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/d/drink-plu.mp4,2025-05-07T09:40:06.334252
70,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,70.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/70.mp4,SUCCESS,,2025-05-07T09:40:09.286127
71,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,71.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/71.mp4,SUCCESS,,2025-05-07T09:40:12.797809
72,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,72.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/72.mp4,SUCCESS,,2025-05-07T09:40:16.257662
73,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,73.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/73.mp4,SUCCESS,,2025-05-07T09:40:19.770413
74,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,74.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/74.mp4,SUCCESS,,2025-05-07T09:40:22.684672
75,https://www.youtube.com/watch?v=PPmQd2zWdP0,75.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/75.mp4,SUCCESS,,2025-05-07T09:40:26.103465
76,https://www.youtube.com/watch?v=H-tAzh-nuV8,76.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/76.mp4,SUCCESS,,2025-05-07T09:40:28.957071
77,https://www.youtube.com/watch?v=YEFd7zsUNXU,77.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/77.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=YEFd7zsUNXU,2025-05-07T09:40:29.441765
78,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,78.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/78.mp4,SUCCESS,,2025-05-07T09:40:32.815782
79,https://www.youtube.com/watch?v=97IwdVSOQho,79.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/79.mp4,SUCCESS,,2025-05-07T09:40:35.448367
80,https://www.youtube.com/watch?v=cujhpwWi1yY,80.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/80.mp4,SUCCESS,,2025-05-07T09:40:38.115653
81,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,81.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/81.mp4,SUCCESS,,2025-05-07T09:40:48.213290
82,https://www.youtube.com/watch?v=fY11M3Dxxx0,82.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/82.mp4,SUCCESS,,2025-05-07T09:40:51.233164
83,https://www.youtube.com/watch?v=lVo6MByRMHY,83.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/83.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=lVo6MByRMHY,2025-05-07T09:40:51.786424
84,https://www.youtube.com/watch?v=-_RSZM-lLXE,84.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/84.mp4,SUCCESS,,2025-05-07T09:40:54.624809
85,https://www.youtube.com/watch?v=vK4GwJaDcWU,85.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/85.mp4,SUCCESS,,2025-05-07T09:40:57.275901
86,https://www.youtube.com/watch?v=-wmqgdmwySo,86.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/86.mp4,FAILED_DOWNLOAD,Download failed for https://www.youtube.com/watch?v=-wmqgdmwySo,2025-05-07T09:40:57.740446
87,https://media.spreadthesign.com/video/mp4/13/51378.mp4,87.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/87.mp4,SUCCESS,,2025-05-07T09:41:00.409960
88,http://www.aslpro.com/main/c/computer.swf,88.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/88.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/c/computer.swf,2025-05-07T09:41:00.867356
89,http://www.aslsearch.com/signs/videos/computer.mp4,89.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/89.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/computer.mp4,2025-05-07T09:41:00.955827
90,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,90.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/90.mp4,SUCCESS,,2025-05-07T09:41:04.398691
91,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,91.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/91.mp4,SUCCESS,,2025-05-07T09:41:09.545006
92,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,92.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/92.mp4,SUCCESS,,2025-05-07T09:41:14.994616
93,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,93.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/93.mp4,SUCCESS,,2025-05-07T09:41:19.828822
94,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,94.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/94.mp4,SUCCESS,,2025-05-07T09:41:25.184734
95,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,95.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/95.mp4,SUCCESS,,2025-05-07T09:41:30.257306
96,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,96.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/96.mp4,SUCCESS,,2025-05-07T09:41:35.158737
97,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,97.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/97.mp4,SUCCESS,,2025-05-07T09:41:42.227834
98,https://youtu.be/u1xoXux2NaE,98.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/98.mp4,FAILED_DOWNLOAD,Download failed for https://youtu.be/u1xoXux2NaE,2025-05-07T09:41:42.819614
99,https://www.handspeak.com/word/c/computer-arm2.mp4,99.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/99.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/c/computer-arm2.mp4,2025-05-07T09:41:44.307962
100,https://www.handspeak.com/word/c/computer-arm.mp4,100.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/100.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/c/computer-arm.mp4,2025-05-07T09:41:45.836400
101,https://www.handspeak.com/word/c/computer-head.mp4,101.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/101.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/c/computer-head.mp4,2025-05-07T09:41:47.330397
102,https://www.handspeak.com/word/c/computer-old2.mp4,102.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/102.mp4,FAILED_DOWNLOAD,Download failed for https://www.handspeak.com/word/c/computer-old2.mp4,2025-05-07T09:41:48.811619
103,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,103.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/103.mp4,SUCCESS,,2025-05-07T09:41:52.270822
104,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,104.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/104.mp4,SUCCESS,,2025-05-07T09:41:55.728418
105,https://www.youtube.com/watch?v=pDqITge_TGs,105.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/105.mp4,SUCCESS,,2025-05-07T09:41:59.104430
106,https://www.youtube.com/watch?v=bq-HmgjGzmw,106.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/106.mp4,SUCCESS,,2025-05-07T09:42:07.240794
107,https://www.youtube.com/watch?v=IYH-gBXXl8I,107.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/107.mp4,SUCCESS,,2025-05-07T09:42:10.154989
108,https://www.youtube.com/watch?v=MvtVsr3P098,108.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/108.mp4,SUCCESS,,2025-05-07T09:42:12.416787
109,https://www.youtube.com/watch?v=PeO4kaKvoVM,109.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/109.mp4,SUCCESS,,2025-05-07T09:42:15.341527
110,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,110.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/110.mp4,SUCCESS,,2025-05-07T09:42:20.453142
111,https://www.youtube.com/watch?v=TQMe2WDz9QE,111.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/111.mp4,SUCCESS,,2025-05-07T09:42:23.336859
112,http://www.aslpro.com/main/b/before.swf,112.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/112.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslpro.com/main/b/before.swf,2025-05-07T09:42:23.758935
113,http://www.aslsearch.com/signs/videos/before3.mp4,113.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/113.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/before3.mp4,2025-05-07T09:42:23.834875
114,http://www.aslsearch.com/signs/videos/before.mp4,114.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/114.mp4,FAILED_DOWNLOAD,Download failed for http://www.aslsearch.com/signs/videos/before.mp4,2025-05-07T09:42:23.897730
115,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,115.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/115.mp4,SUCCESS,,2025-05-07T09:42:29.141429
116,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,116.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/116.mp4,SUCCESS,,2025-05-07T09:42:34.001207
117,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,117.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/117.mp4,FAILED_DOWNLOAD,Download failed for https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,2025-05-07T09:42:34.548098
118,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,118.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/118.mp4,SUCCESS,,2025-05-07T09:42:42.004467
119,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,119.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/119.mp4,SUCCESS,,2025-05-07T09:42:48.708776
120,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,120.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/120.mp4,SUCCESS,,2025-05-07T09:42:55.855933
121,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,121.mp4,/home/pandu/Documents/explore/sign-language-translator-ai/videos/121.mp4,SUCCESS,,2025-05-07T09:43:02.604266
