url,wlasl_gloss,wlasl_video_id,wlasl_split,msasl_text,msasl_label,msasl_split
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,every morning,606,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,every night,617,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,sunday,129,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,monday,217,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,tuesday,283,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,wednesday,183,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,thursday,202,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,friday,330,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,rest,70057,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,lunch,70028,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,monday,70023,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sometimes,70035,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,furniture,70044,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,out,70053,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,everyday,70040,train,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,temple,70056,test,saturday,191,train
https://www.youtube.com/watch?v=sErq0TJMKEo,doctor,70049,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,enjoy,70051,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,cook,70030,test,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,full,70029,test,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,thursday,70026,test,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tea,70034,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,coffee,70033,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,sunday,70022,test,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,most,70052,val,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,always,70037,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,bake,70031,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,nice,70050,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,basement,70041,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,down,70045,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,floor,70043,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,get,70055,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,never,70038,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,friday,70027,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,tuesday,70024,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,during,70039,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,garage,70042,train,breakfast,329,train
https://www.youtube.com/watch?v=sErq0TJMKEo,often,70036,train,breakfast,329,train
