id,category,dataset_type,url,frame_start,frame_end,fps,filename,dataset_split,is_valid,is_duplicate
31_aug_1_s1.11_r-0.9_t0.04,book,WLASL,https://www.youtube.com/watch?v=XjWSfh50kAU,1,-1,25.0,31.mp4,train,True,False
31_aug_2_s1.08_r14.2_t-0.01,book,WLASL,https://www.youtube.com/watch?v=XjWSfh50kAU,1,-1,25.0,31.mp4,train,True,False
31_aug_3_s0.89_r11.0_t0.03,book,WLASL,https://www.youtube.com/watch?v=XjWSfh50kAU,1,-1,25.0,31.mp4,train,True,False
40_aug_0_s1.14_r5.5_t0.05,drink,WLASL,http://aslbricks.org/New/ASL-Videos/drink.mp4,1,-1,25.0,40.mp4,train,True,False
40_aug_1_s1.01_r7.6_t0.01,drink,WLASL,http://aslbricks.org/New/ASL-Videos/drink.mp4,1,-1,25.0,40.mp4,train,True,False
40_aug_2_s0.97_r-7.6_t0.02,drink,WLASL,http://aslbricks.org/New/ASL-Videos/drink.mp4,1,-1,25.0,40.mp4,train,True,False
40_aug_3_s0.98_r-8.5_t0.02,drink,WLASL,http://aslbricks.org/New/ASL-Videos/drink.mp4,1,-1,25.0,40.mp4,train,True,False
41_aug_0_s1.13_r13.8_t0.02,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,1,-1,25.0,41.mp4,train,True,False
41_aug_1_s0.97_r0.3_t-0.02,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,1,-1,25.0,41.mp4,train,True,False
41_aug_2_s1.11_r6.6_t0.02,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,1,-1,25.0,41.mp4,train,True,False
41_aug_3_s1.09_r-2.3_t0.01,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,1,-1,25.0,41.mp4,train,True,False
42_aug_0_s1.13_r-7.8_t0.01,drink,WLASL,https://www.youtube.com/watch?v=F5Wef1_PtLk,5710,5831,25.0,42.mp4,train,True,False
42_aug_1_s0.97_r-12.9_t0.04,drink,WLASL,https://www.youtube.com/watch?v=F5Wef1_PtLk,5710,5831,25.0,42.mp4,train,True,False
42_aug_2_s0.88_r-6.5_t-0.01,drink,WLASL,https://www.youtube.com/watch?v=F5Wef1_PtLk,5710,5831,25.0,42.mp4,train,True,False
42_aug_3_s1.08_r4.3_t0.03,drink,WLASL,https://www.youtube.com/watch?v=F5Wef1_PtLk,5710,5831,25.0,42.mp4,train,True,False
44_aug_0_s0.95_r9.6_t-0.03,drink,WLASL,https://www.youtube.com/watch?v=KRc_WYI1DgA,1,-1,25.0,44.mp4,train,True,False
44_aug_1_s0.86_r10.9_t-0.04,drink,WLASL,https://www.youtube.com/watch?v=KRc_WYI1DgA,1,-1,25.0,44.mp4,train,True,False
44_aug_2_s0.85_r-4.9_t0.03,drink,WLASL,https://www.youtube.com/watch?v=KRc_WYI1DgA,1,-1,25.0,44.mp4,train,True,False
44_aug_3_s0.95_r9.5_t0.04,drink,WLASL,https://www.youtube.com/watch?v=KRc_WYI1DgA,1,-1,25.0,44.mp4,train,True,False
46_aug_0_s1.15_r11.6_t-0.04,drink,WLASL,https://www.youtube.com/watch?v=Nc7rSopCpI8,1,-1,25.0,46.mp4,train,True,False
46_aug_1_s0.97_r-0.6_t0.04,drink,WLASL,https://www.youtube.com/watch?v=Nc7rSopCpI8,1,-1,25.0,46.mp4,train,True,False
46_aug_2_s1.01_r-4.7_t-0.00,drink,WLASL,https://www.youtube.com/watch?v=Nc7rSopCpI8,1,-1,25.0,46.mp4,train,True,False
46_aug_3_s1.01_r8.9_t0.00,drink,WLASL,https://www.youtube.com/watch?v=Nc7rSopCpI8,1,-1,25.0,46.mp4,train,True,False
47_aug_0_s0.85_r12.0_t0.02,drink,WLASL,https://www.youtube.com/watch?v=537MWOtCl78,1,-1,25.0,47.mp4,train,True,False
47_aug_1_s1.11_r0.1_t-0.02,drink,WLASL,https://www.youtube.com/watch?v=537MWOtCl78,1,-1,25.0,47.mp4,train,True,False
47_aug_2_s1.10_r-5.0_t0.04,drink,WLASL,https://www.youtube.com/watch?v=537MWOtCl78,1,-1,25.0,47.mp4,train,True,False
47_aug_3_s1.05_r14.9_t0.03,drink,WLASL,https://www.youtube.com/watch?v=537MWOtCl78,1,-1,25.0,47.mp4,train,True,False
50,drink,WLASL,https://www.youtube.com/watch?v=g3rl9_LYqzI,1,-1,25.0,50.mp4,val,True,False
51,drink,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,1,-1,25.0,51.mp4,test,True,False
52_aug_0_s1.09_r-0.8_t0.03,drink,WLASL,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25.0,52.mp4,train,True,False
52_aug_1_s1.15_r-11.6_t-0.02,drink,WLASL,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25.0,52.mp4,train,True,False
52_aug_2_s0.88_r2.5_t0.01,drink,WLASL,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25.0,52.mp4,train,True,False
52_aug_3_s0.88_r9.8_t0.05,drink,WLASL,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25.0,52.mp4,train,True,False
53_aug_0_s1.14_r-5.8_t-0.01,drink,WLASL,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25.0,53.mp4,train,True,False
53_aug_1_s0.99_r-12.8_t-0.04,drink,WLASL,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25.0,53.mp4,train,True,False
53_aug_2_s0.87_r2.3_t0.04,drink,WLASL,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25.0,53.mp4,train,True,False
53_aug_3_s0.97_r3.1_t-0.02,drink,WLASL,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25.0,53.mp4,train,True,False
54_aug_0_s1.08_r12.2_t-0.02,drink,WLASL,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25.0,54.mp4,train,True,False
54_aug_1_s1.09_r1.9_t-0.04,drink,WLASL,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25.0,54.mp4,train,True,False
54_aug_2_s0.97_r-13.0_t-0.04,drink,WLASL,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25.0,54.mp4,train,True,False
54_aug_3_s0.86_r0.4_t-0.04,drink,WLASL,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25.0,54.mp4,train,True,False
56_aug_0_s1.08_r4.1_t0.01,drink,WLASL,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25.0,56.mp4,train,True,False
56_aug_1_s0.99_r-5.7_t-0.03,drink,WLASL,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25.0,56.mp4,train,True,False
56_aug_2_s1.15_r5.9_t-0.04,drink,WLASL,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25.0,56.mp4,train,True,False
56_aug_3_s1.02_r-11.4_t-0.03,drink,WLASL,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25.0,56.mp4,train,True,False
57_aug_0_s0.97_r-9.5_t-0.04,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25.0,57.mp4,train,True,False
57_aug_1_s1.01_r-9.2_t0.03,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25.0,57.mp4,train,True,False
57_aug_2_s1.03_r1.9_t-0.05,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25.0,57.mp4,train,True,False
57_aug_3_s1.01_r-2.1_t0.02,drink,WLASL,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25.0,57.mp4,train,True,False
58_aug_0_s0.97_r-14.2_t0.00,drink,WLASL,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25.0,58.mp4,train,True,False
58_aug_1_s0.98_r-4.5_t0.03,drink,WLASL,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25.0,58.mp4,train,True,False
58_aug_2_s0.87_r5.6_t0.03,drink,WLASL,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25.0,58.mp4,train,True,False
58_aug_3_s0.96_r3.4_t-0.04,drink,WLASL,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25.0,58.mp4,train,True,False
59,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,1,-1,25.0,59.mp4,test,True,False
60_aug_0_s1.07_r5.0_t0.01,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25.0,60.mp4,train,True,False
60_aug_1_s1.02_r9.7_t0.01,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25.0,60.mp4,train,True,False
60_aug_2_s0.90_r7.8_t0.04,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25.0,60.mp4,train,True,False
60_aug_3_s1.03_r11.0_t0.01,drink,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25.0,60.mp4,train,True,False
61_aug_0_s0.96_r6.2_t-0.03,drink,WLASL,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25.0,61.mp4,train,True,False
61_aug_1_s1.14_r-0.5_t-0.04,drink,WLASL,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25.0,61.mp4,train,True,False
61_aug_2_s1.08_r4.0_t0.01,drink,WLASL,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25.0,61.mp4,train,True,False
61_aug_3_s1.04_r-3.0_t0.03,drink,WLASL,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25.0,61.mp4,train,True,False
67_aug_0_s0.89_r2.1_t-0.00,drink,WLASL,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25.0,67.mp4,train,True,False
67_aug_1_s0.99_r-4.3_t-0.00,drink,WLASL,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25.0,67.mp4,train,True,False
67_aug_2_s1.01_r4.5_t0.05,drink,WLASL,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25.0,67.mp4,train,True,False
67_aug_3_s0.97_r1.0_t-0.00,drink,WLASL,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25.0,67.mp4,train,True,False
70_aug_0_s1.10_r-0.9_t-0.04,drink,WLASL,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25.0,70.mp4,train,True,False
70_aug_1_s0.99_r-7.5_t0.00,drink,WLASL,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25.0,70.mp4,train,True,False
70_aug_2_s1.12_r-13.2_t-0.02,drink,WLASL,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25.0,70.mp4,train,True,False
70_aug_3_s0.91_r9.0_t0.01,drink,WLASL,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25.0,70.mp4,train,True,False
71_aug_0_s0.90_r-9.8_t-0.04,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,71.mp4,train,True,False
71_aug_1_s1.05_r-10.8_t-0.02,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,71.mp4,train,True,False
71_aug_2_s1.10_r-9.8_t0.04,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,71.mp4,train,True,False
71_aug_3_s1.11_r6.8_t0.05,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25.0,71.mp4,train,True,False
73,drink,WLASL,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,1,-1,25.0,73.mp4,val,True,False
74_aug_0_s1.08_r-1.4_t-0.01,drink,WLASL,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25.0,74.mp4,train,True,False
74_aug_1_s0.89_r-10.9_t-0.04,drink,WLASL,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25.0,74.mp4,train,True,False
74_aug_2_s1.06_r-6.9_t0.04,drink,WLASL,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25.0,74.mp4,train,True,False
74_aug_3_s0.99_r-0.4_t-0.05,drink,WLASL,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25.0,74.mp4,train,True,False
75_aug_0_s0.91_r10.6_t-0.04,computer,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,5122,5181,25.0,75.mp4,train,True,False
75_aug_1_s0.91_r-9.0_t0.05,computer,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,5122,5181,25.0,75.mp4,train,True,False
75_aug_2_s1.02_r-11.8_t0.00,computer,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,5122,5181,25.0,75.mp4,train,True,False
75_aug_3_s1.13_r6.3_t-0.01,computer,WLASL,https://www.youtube.com/watch?v=PPmQd2zWdP0,5122,5181,25.0,75.mp4,train,True,False
76_aug_0_s1.11_r-6.5_t0.04,computer,WLASL,https://www.youtube.com/watch?v=H-tAzh-nuV8,1,-1,25.0,76.mp4,train,True,False
76_aug_1_s1.05_r0.5_t-0.04,computer,WLASL,https://www.youtube.com/watch?v=H-tAzh-nuV8,1,-1,25.0,76.mp4,train,True,False
76_aug_2_s1.10_r-11.2_t-0.01,computer,WLASL,https://www.youtube.com/watch?v=H-tAzh-nuV8,1,-1,25.0,76.mp4,train,True,False
76_aug_3_s0.95_r-11.6_t-0.03,computer,WLASL,https://www.youtube.com/watch?v=H-tAzh-nuV8,1,-1,25.0,76.mp4,train,True,False
78_aug_0_s1.09_r-6.1_t-0.00,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,-1,25.0,78.mp4,train,True,False
78_aug_1_s0.87_r-2.7_t-0.02,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,-1,25.0,78.mp4,train,True,False
78_aug_2_s0.94_r-1.1_t0.05,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,-1,25.0,78.mp4,train,True,False
78_aug_3_s0.98_r-11.7_t0.05,computer,WLASL,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,1,-1,25.0,78.mp4,train,True,False
79_aug_0_s1.05_r11.1_t0.01,computer,WLASL,https://www.youtube.com/watch?v=97IwdVSOQho,1,-1,25.0,79.mp4,train,True,False
79_aug_1_s1.09_r12.2_t-0.02,computer,WLASL,https://www.youtube.com/watch?v=97IwdVSOQho,1,-1,25.0,79.mp4,train,True,False
79_aug_2_s1.06_r0.2_t0.02,computer,WLASL,https://www.youtube.com/watch?v=97IwdVSOQho,1,-1,25.0,79.mp4,train,True,False
79_aug_3_s0.90_r-2.3_t0.01,computer,WLASL,https://www.youtube.com/watch?v=97IwdVSOQho,1,-1,25.0,79.mp4,train,True,False
80_aug_0_s1.03_r-7.6_t0.03,computer,WLASL,https://www.youtube.com/watch?v=cujhpwWi1yY,1,-1,25.0,80.mp4,train,True,False
80_aug_1_s1.12_r4.0_t-0.02,computer,WLASL,https://www.youtube.com/watch?v=cujhpwWi1yY,1,-1,25.0,80.mp4,train,True,False
80_aug_2_s1.04_r9.6_t0.02,computer,WLASL,https://www.youtube.com/watch?v=cujhpwWi1yY,1,-1,25.0,80.mp4,train,True,False
80_aug_3_s1.08_r7.7_t-0.02,computer,WLASL,https://www.youtube.com/watch?v=cujhpwWi1yY,1,-1,25.0,80.mp4,train,True,False
81_aug_0_s1.03_r-13.2_t0.03,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,1,-1,25.0,81.mp4,train,True,False
81_aug_1_s0.90_r12.9_t-0.03,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,1,-1,25.0,81.mp4,train,True,False
81_aug_2_s1.05_r4.2_t-0.02,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,1,-1,25.0,81.mp4,train,True,False
81_aug_3_s0.91_r13.0_t0.01,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,1,-1,25.0,81.mp4,train,True,False
82_aug_0_s1.13_r-1.4_t0.04,computer,WLASL,https://www.youtube.com/watch?v=fY11M3Dxxx0,1,-1,25.0,82.mp4,train,True,False
82_aug_1_s1.07_r5.4_t0.04,computer,WLASL,https://www.youtube.com/watch?v=fY11M3Dxxx0,1,-1,25.0,82.mp4,train,True,False
82_aug_2_s1.10_r-7.4_t0.03,computer,WLASL,https://www.youtube.com/watch?v=fY11M3Dxxx0,1,-1,25.0,82.mp4,train,True,False
82_aug_3_s0.86_r-5.3_t-0.03,computer,WLASL,https://www.youtube.com/watch?v=fY11M3Dxxx0,1,-1,25.0,82.mp4,train,True,False
84,computer,WLASL,https://www.youtube.com/watch?v=-_RSZM-lLXE,1,-1,25.0,84.mp4,test,True,False
85_aug_0_s0.99_r13.9_t0.03,computer,WLASL,https://www.youtube.com/watch?v=vK4GwJaDcWU,1,-1,25.0,85.mp4,train,True,False
85_aug_1_s1.12_r6.6_t0.05,computer,WLASL,https://www.youtube.com/watch?v=vK4GwJaDcWU,1,-1,25.0,85.mp4,train,True,False
85_aug_2_s1.04_r-10.1_t-0.02,computer,WLASL,https://www.youtube.com/watch?v=vK4GwJaDcWU,1,-1,25.0,85.mp4,train,True,False
85_aug_3_s0.97_r11.5_t-0.03,computer,WLASL,https://www.youtube.com/watch?v=vK4GwJaDcWU,1,-1,25.0,85.mp4,train,True,False
87_aug_0_s1.03_r14.8_t-0.04,computer,WLASL,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,-1,25.0,87.mp4,train,True,False
87_aug_1_s0.90_r-13.4_t0.05,computer,WLASL,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,-1,25.0,87.mp4,train,True,False
87_aug_2_s0.90_r11.6_t0.04,computer,WLASL,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,-1,25.0,87.mp4,train,True,False
87_aug_3_s0.87_r-4.0_t-0.03,computer,WLASL,https://media.spreadthesign.com/video/mp4/13/51378.mp4,1,-1,25.0,87.mp4,train,True,False
89_aug_0_s1.11_r9.7_t0.05,computer,WLASL,http://www.aslsearch.com/signs/videos/computer.mp4,1,-1,25.0,89.mp4,train,True,False
89_aug_1_s1.07_r14.8_t-0.01,computer,WLASL,http://www.aslsearch.com/signs/videos/computer.mp4,1,-1,25.0,89.mp4,train,True,False
89_aug_2_s0.95_r8.0_t-0.01,computer,WLASL,http://www.aslsearch.com/signs/videos/computer.mp4,1,-1,25.0,89.mp4,train,True,False
89_aug_3_s1.03_r-0.3_t0.01,computer,WLASL,http://www.aslsearch.com/signs/videos/computer.mp4,1,-1,25.0,89.mp4,train,True,False
90_aug_0_s0.85_r1.4_t0.01,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,-1,25.0,90.mp4,train,True,False
90_aug_1_s1.06_r9.4_t-0.02,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,-1,25.0,90.mp4,train,True,False
90_aug_2_s0.85_r-6.1_t-0.04,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,-1,25.0,90.mp4,train,True,False
90_aug_3_s1.04_r-5.6_t0.03,computer,WLASL,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,1,-1,25.0,90.mp4,train,True,False
91_aug_0_s0.93_r-4.5_t0.03,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,1,-1,25.0,91.mp4,train,True,False
91_aug_1_s0.86_r-11.2_t-0.04,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,1,-1,25.0,91.mp4,train,True,False
91_aug_2_s1.01_r7.2_t-0.01,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,1,-1,25.0,91.mp4,train,True,False
91_aug_3_s0.89_r14.6_t-0.00,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,1,-1,25.0,91.mp4,train,True,False
92_aug_0_s1.14_r-7.4_t-0.04,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,-1,25.0,92.mp4,train,True,False
92_aug_1_s1.01_r-2.5_t0.05,computer,WLASL,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,1,-1,25.0,92.mp4,train,True,False
